rho,trial,q,sat_seed,size_null_seed,checkpoint_swaps_per_edge,rewire_seed,stage_successful_swaps,stage_attempted_swaps,cumulative_successful_swaps,cumulative_attempted_swaps,stage_acceptance_rate,clustering,degree_sequence_sha256,size_sequence_sha256,sat_degree_sequence_sha256,sat_size_sequence_sha256
3.0,27,500,1742805860,1173769683,100,2818228990,25000,25062,50000,50129,0.9975261351847419,0.21933732980670181,622268f994ad3a84e5a14975ab36781db634a4b1768fbf2cd3331d9ded70e485,411a71ed212be6f8e89abc7a7b7fd915e11e974a50293c21e3211858a40f2177,622268f994ad3a84e5a14975ab36781db634a4b1768fbf2cd3331d9ded70e485,411a71ed212be6f8e89abc7a7b7fd915e11e974a50293c21e3211858a40f2177
3.0,27,500,1742805860,1173769683,200,2582234920,50000,50123,100000,100252,0.997546036749596,0.2150407893795843,622268f994ad3a84e5a14975ab36781db634a4b1768fbf2cd3331d9ded70e485,411a71ed212be6f8e89abc7a7b7fd915e11e974a50293c21e3211858a40f2177,622268f994ad3a84e5a14975ab36781db634a4b1768fbf2cd3331d9ded70e485,411a71ed212be6f8e89abc7a7b7fd915e11e974a50293c21e3211858a40f2177
3.0,28,484,4115229850,1091337847,20,3186239597,9680,9699,9680,9699,0.9980410351582637,0.22867494620807974,3ae2de7c8e366049ffdf7068dd4fffe3c7d33138c0e9a85ccdc088a36e90962d,30ac81e4935d0e20326f1291dee4fa4f571776c132cc21826c533d3f38661988,3ae2de7c8e366049ffdf7068dd4fffe3c7d33138c0e9a85ccdc088a36e90962d,30ac81e4935d0e20326f1291dee4fa4f571776c132cc21826c533d3f38661988
3.0,28,484,4115229850,1091337847,50,599370220,14520,14549,24200,24248,0.9980067358581346,0.22350123934989455,3ae2de7c8e366049ffdf7068dd4fffe3c7d33138c0e9a85ccdc088a36e90962d,30ac81e4935d0e20326f1291dee4fa4f571776c132cc21826c533d3f38661988,3ae2de7c8e366049ffdf7068dd4fffe3c7d33138c0e9a85ccdc088a36e90962d,30ac81e4935d0e20326f1291dee4fa4f571776c132cc21826c533d3f38661988
3.0,28,484,4115229850,1091337847,100,3031971816,24200,24271,48400,48519,0.9970746981994973,0.22431832838723945,3ae2de7c8e366049ffdf7068dd4fffe3c7d33138c0e9a85ccdc088a36e90962d,30ac81e4935d0e20326f1291dee4fa4f571776c132cc21826c533d3f38661988,3ae2de7c8e366049ffdf7068dd4fffe3c7d33138c0e9a85ccdc088a36e90962d,30ac81e4935d0e20326f1291dee4fa4f571776c132cc21826c533d3f38661988
3.0,28,484,4115229850,1091337847,200,4080760246,48400,48522,96800,97041,0.9974856766003051,0.22474156312130114,3ae2de7c8e366049ffdf7068dd4fffe3c7d33138c0e9a85ccdc088a36e90962d,30ac81e4935d0e20326f1291dee4fa4f571776c132cc21826c533d3f38661988,3ae2de7c8e366049ffdf7068dd4fffe3c7d33138c0e9a85ccdc088a36e90962d,30ac81e4935d0e20326f1291dee4fa4f571776c132cc21826c533d3f38661988
3.0,29,486,3081395991,2984037361,20,3456017957,9720,9748,9720,9748,0.9971276159212146,0.22067813146955842,de7cf577a68baa3155d6a7becddbf8b4d7540c47cec2d188d9a0310f56fe91a4,2f44cade56050c4be6d47658c5056a8131d7caf8d3574ff74954c39b1061c5fb,de7cf577a68baa3155d6a7becddbf8b4d7540c47cec2d188d9a0310f56fe91a4,2f44cade56050c4be6d47658c5056a8131d7caf8d3574ff74954c39b1061c5fb
3.0,29,486,3081395991,2984037361,50,2363779210,14580,14623,24300,24371,0.9970594269301785,0.21943767725143526,de7cf577a68baa3155d6a7becddbf8b4d7540c47cec2d188d9a0310f56fe91a4,2f44cade56050c4be6d47658c5056a8131d7caf8d3574ff74954c39b1061c5fb,de7cf577a68baa3155d6a7becddbf8b4d7540c47cec2d188d9a0310f56fe91a4,2f44cade56050c4be6d47658c5056a8131d7caf8d3574ff74954c39b1061c5fb
3.0,29,486,3081395991,2984037361,100,1635035540,24300,24368,48600,48739,0.997209455022981,0.22658999514834458,de7cf577a68baa3155d6a7becddbf8b4d7540c47cec2d188d9a0310f56fe91a4,2f44cade56050c4be6d47658c5056a8131d7caf8d3574ff74954c39b1061c5fb,de7cf577a68baa3155d6a7becddbf8b4d7540c47cec2d188d9a0310f56fe91a4,2f44cade56050c4be6d47658c5056a8131d7caf8d3574ff74954c39b1061c5fb
3.0,29,486,3081395991,2984037361,200,3662126554,48600,48751,97200,97490,0.9969026276384074,0.2212301284249231,de7cf577a68baa3155d6a7becddbf8b4d7540c47cec2d188d9a0310f56fe91a4,2f44cade56050c4be6d47658c5056a8131d7caf8d3574ff74954c39b1061c5fb,de7cf577a68baa3155d6a7becddbf8b4d7540c47cec2d188d9a0310f56fe91a4,2f44cade56050c4be6d47658c5056a8131d7caf8d3574ff74954c39b1061c5fb
