panel,group,rho,trial,model,clustering
control,5,2.5,16,Size-matched null,0.24700387283381095
control,5,2.5,17,Sat-RSH,0.5888067858067858
control,5,2.5,17,Size-matched null,0.2766337797362211
control,5,2.5,18,Sat-RSH,0.6220478595478596
control,5,2.5,18,Size-matched null,0.26382157078207735
control,5,2.5,19,Sat-RSH,0.5871648455030808
control,5,2.5,19,Size-matched null,0.2546162857407006
control,5,2.5,20,Sat-RSH,0.5621961001961002
control,5,2.5,20,Size-matched null,0.2606340142102608
control,5,2.5,21,Sat-RSH,0.5737730047730047
control,5,2.5,21,Size-matched null,0.25657465348321645
control,5,2.5,22,Sat-RSH,0.6046497391497391
control,5,2.5,22,Size-matched null,0.2727779771315628
control,5,2.5,23,Sat-RSH,0.5979874754874756
control,5,2.5,23,Size-matched null,0.28626465672466833
control,5,2.5,24,Sat-RSH,0.6178935323935324
control,5,2.5,24,Size-matched null,0.2510229215827826
control,5,2.5,25,Sat-RSH,0.5859158434158434
control,5,2.5,25,Size-matched null,0.2526200476904939
control,5,2.5,26,Sat-RSH,0.5947667147667148
control,5,2.5,26,Size-matched null,0.2508188234825406
control,5,2.5,27,Sat-RSH,0.6011763606763606
control,5,2.5,27,Size-matched null,0.26457520357576314
control,5,2.5,28,Sat-RSH,0.6052422947422947
control,5,2.5,28,Size-matched null,0.24882068955556083
control,5,2.5,29,Sat-RSH,0.6115375180375181
control,5,2.5,29,Size-matched null,0.2851028421740644
control,5,3.0,0,Sat-RSH,0.5768068783068783
control,5,3.0,0,Size-matched null,0.23284116880056993
control,5,3.0,0,Degree-and-size-preserving rewired,0.2160402354259074
control,5,3.0,1,Sat-RSH,0.5594836089836089
control,5,3.0,1,Size-matched null,0.23263802935554992
control,5,3.0,1,Degree-and-size-preserving rewired,0.21778529386287743
control,5,3.0,2,Sat-RSH,0.5832270322270322
control,5,3.0,2,Size-matched null,0.2509639470255275
control,5,3.0,2,Degree-and-size-preserving rewired,0.23298947143813217
control,5,3.0,3,Sat-RSH,0.5750721685721686
control,5,3.0,3,Size-matched null,0.24087089447277876
control,5,3.0,3,Degree-and-size-preserving rewired,0.2232882028543845
control,5,3.0,4,Sat-RSH,0.5799500869500869
control,5,3.0,4,Size-matched null,0.23421713270580113
control,5,3.0,4,Degree-and-size-preserving rewired,0.21693825890405424
control,5,3.0,5,Sat-RSH,0.5584883264883265
control,5,3.0,5,Size-matched null,0.24010021483173447
control,5,3.0,5,Degree-and-size-preserving rewired,0.22701097615535915
control,5,3.0,6,Sat-RSH,0.6031446701446702
control,5,3.0,6,Size-matched null,0.23575147652653133
control,5,3.0,6,Degree-and-size-preserving rewired,0.2444052529133966
control,5,3.0,7,Sat-RSH,0.5762959817959818
control,5,3.0,7,Size-matched null,0.23439386660380157
control,5,3.0,7,Degree-and-size-preserving rewired,0.225843952486483
control,5,3.0,8,Sat-RSH,0.5978147778147779
control,5,3.0,8,Size-matched null,0.23779357188677636
control,5,3.0,8,Degree-and-size-preserving rewired,0.22030361969115717
control,5,3.0,9,Sat-RSH,0.5939358604358604
control,5,3.0,9,Size-matched null,0.24072699169667408
control,5,3.0,9,Degree-and-size-preserving rewired,0.21762448149465366
control,5,3.0,10,Sat-RSH,0.5934072224072224
control,5,3.0,10,Size-matched null,0.24076357406131044
control,5,3.0,10,Degree-and-size-preserving rewired,0.22417563298041684
control,5,3.0,11,Sat-RSH,0.5972156362156362
control,5,3.0,11,Size-matched null,0.24050176396573608
control,5,3.0,11,Degree-and-size-preserving rewired,0.22984301043477487
control,5,3.0,12,Sat-RSH,0.5882780552780553
control,5,3.0,12,Size-matched null,0.2361381337434213
control,5,3.0,12,Degree-and-size-preserving rewired,0.2252848218693839
control,5,3.0,13,Sat-RSH,0.577538887038887
control,5,3.0,13,Size-matched null,0.22301319490996
control,5,3.0,13,Degree-and-size-preserving rewired,0.2172555930222151
control,5,3.0,14,Sat-RSH,0.5964569504569505
control,5,3.0,14,Size-matched null,0.2590133790201257
control,5,3.0,14,Degree-and-size-preserving rewired,0.23747032068004428
control,5,3.0,15,Sat-RSH,0.5681051911051912
control,5,3.0,15,Size-matched null,0.22433845163598456
control,5,3.0,15,Degree-and-size-preserving rewired,0.22720997244338734
control,5,3.0,16,Sat-RSH,0.6003149073149073
control,5,3.0,16,Size-matched null,0.24525051349069457
control,5,3.0,16,Degree-and-size-preserving rewired,0.23226730848964497
control,5,3.0,17,Sat-RSH,0.5762261627261628
control,5,3.0,17,Size-matched null,0.2436634057300579
control,5,3.0,17,Degree-and-size-preserving rewired,0.23271258982291884
control,5,3.0,18,Sat-RSH,0.5728021608021608
control,5,3.0,18,Size-matched null,0.2239377125023022
control,5,3.0,18,Degree-and-size-preserving rewired,0.2085508461261543
control,5,3.0,19,Sat-RSH,0.5637057572057572
control,5,3.0,19,Size-matched null,0.24752406928958057
control,5,3.0,19,Degree-and-size-preserving rewired,0.2214914195706923
control,5,3.0,20,Sat-RSH,0.6053613423613423
control,5,3.0,20,Size-matched null,0.2397589299612686
control,5,3.0,20,Degree-and-size-preserving rewired,0.21554107032768394
control,5,3.0,21,Sat-RSH,0.5831744921744921
control,5,3.0,21,Size-matched null,0.2431729524825136
control,5,3.0,21,Degree-and-size-preserving rewired,0.22468366693112196
control,5,3.0,22,Sat-RSH,0.5941782106782107
control,5,3.0,22,Size-matched null,0.2393720523899187
control,5,3.0,22,Degree-and-size-preserving rewired,0.22106449174702264
control,5,3.0,23,Sat-RSH,0.5735956265956266
control,5,3.0,23,Size-matched null,0.2529081592703008
control,5,3.0,23,Degree-and-size-preserving rewired,0.22608575153709698
control,5,3.0,24,Sat-RSH,0.5903055463055463
control,5,3.0,24,Size-matched null,0.24138800011287714
control,5,3.0,24,Degree-and-size-preserving rewired,0.22023819971800757
control,5,3.0,25,Sat-RSH,0.560472434972435
control,5,3.0,25,Size-matched null,0.2293447643775464
control,5,3.0,25,Degree-and-size-preserving rewired,0.2189833238559195
control,5,3.0,26,Sat-RSH,0.580479501979502
control,5,3.0,26,Size-matched null,0.23348910594486635
control,5,3.0,26,Degree-and-size-preserving rewired,0.22457569985932446
control,5,3.0,27,Sat-RSH,0.5680844895844895
control,5,3.0,27,Size-matched null,0.21385669517386957
control,5,3.0,27,Degree-and-size-preserving rewired,0.2150407893795843
control,5,3.0,28,Sat-RSH,0.6069296814296814
control,5,3.0,28,Size-matched null,0.22951405515558007
control,5,3.0,28,Degree-and-size-preserving rewired,0.22474156312130114
control,5,3.0,29,Sat-RSH,0.6085863395863396
control,5,3.0,29,Size-matched null,0.23954739482877704
control,5,3.0,29,Degree-and-size-preserving rewired,0.2212301284249231
control,5,3.5,0,Sat-RSH,0.5691272431272432
control,5,3.5,0,Size-matched null,0.2265475340950725
control,5,3.5,1,Sat-RSH,0.5932073667073667
control,5,3.5,1,Size-matched null,0.2216094244971109
control,5,3.5,2,Sat-RSH,0.5590848780848781
control,5,3.5,2,Size-matched null,0.21266331266626842
control,5,3.5,3,Sat-RSH,0.6074739519739519
control,5,3.5,3,Size-matched null,0.23552124350069226
control,5,3.5,4,Sat-RSH,0.58691415991416
control,5,3.5,4,Size-matched null,0.2187860950378636
control,5,3.5,5,Sat-RSH,0.6019053354053354
control,5,3.5,5,Size-matched null,0.2211427006856189
control,5,3.5,6,Sat-RSH,0.5791324601324601
control,5,3.5,6,Size-matched null,0.20971082316261316
control,5,3.5,7,Sat-RSH,0.574938801938802
control,5,3.5,7,Size-matched null,0.2145574739903986
control,5,3.5,8,Sat-RSH,0.5865107300107301
control,5,3.5,8,Size-matched null,0.21214187099360912
control,5,3.5,9,Sat-RSH,0.5772584822584823
control,5,3.5,9,Size-matched null,0.21778004904506246
control,5,3.5,10,Sat-RSH,0.5558282643282644
control,5,3.5,10,Size-matched null,0.21679146954828454
control,5,3.5,11,Sat-RSH,0.5744284234284234
control,5,3.5,11,Size-matched null,0.2310576931489594
control,5,3.5,12,Sat-RSH,0.5510610685610685
control,5,3.5,12,Size-matched null,0.21678678401723342
control,5,3.5,13,Sat-RSH,0.5655486365486365
control,5,3.5,13,Size-matched null,0.2114770592998907
control,5,3.5,14,Sat-RSH,0.6016975801975801
control,5,3.5,14,Size-matched null,0.22833128610873824
control,5,3.5,15,Sat-RSH,0.5793648388648389
control,5,3.5,15,Size-matched null,0.21112206243874
control,5,3.5,16,Sat-RSH,0.5736047841047841
control,5,3.5,16,Size-matched null,0.22462646571542122
control,5,3.5,17,Sat-RSH,0.5799657564657565
control,5,3.5,17,Size-matched null,0.22056962127731897
control,5,3.5,18,Sat-RSH,0.5662941317941318
control,5,3.5,18,Size-matched null,0.20483855541730242
control,5,3.5,19,Sat-RSH,0.5963006993006993
control,5,3.5,19,Size-matched null,0.2470589642433671
control,5,3.5,20,Sat-RSH,0.5919253154253155
control,5,3.5,20,Size-matched null,0.21915334925381458
control,5,3.5,21,Sat-RSH,0.5868507233507233
control,5,3.5,21,Size-matched null,0.2247212860880336
control,5,3.5,22,Sat-RSH,0.5755723350723351
control,5,3.5,22,Size-matched null,0.21500503216375813
control,5,3.5,23,Sat-RSH,0.5551845931845932
control,5,3.5,23,Size-matched null,0.2215214798170417
control,5,3.5,24,Sat-RSH,0.574460557960558
control,5,3.5,24,Size-matched null,0.21690652311872657
control,5,3.5,25,Sat-RSH,0.5751971546971546
control,5,3.5,25,Size-matched null,0.22431959752012798
control,5,3.5,26,Sat-RSH,0.5699778554778554
control,5,3.5,26,Size-matched null,0.2195922995755901
control,5,3.5,27,Sat-RSH,0.5643538868538869
control,5,3.5,27,Size-matched null,0.23142280995410336
control,5,3.5,28,Sat-RSH,0.5776216006216006
control,5,3.5,28,Size-matched null,0.2219632554009866
control,5,3.5,29,Sat-RSH,0.588046657046657
control,5,3.5,29,Size-matched null,0.2183276081957612
control,5,4.0,0,Sat-RSH,0.5727172087172088
control,5,4.0,0,Size-matched null,0.22107217409437596
control,5,4.0,1,Sat-RSH,0.5694956154956154
control,5,4.0,1,Size-matched null,0.20788826045753392
control,5,4.0,2,Sat-RSH,0.5629341029341028
control,5,4.0,2,Size-matched null,0.20810167930276383
control,5,4.0,3,Sat-RSH,0.5601850371850371
control,5,4.0,3,Size-matched null,0.19646804634274592
control,5,4.0,4,Sat-RSH,0.5610993635993636
control,5,4.0,4,Size-matched null,0.2099737067797398
control,5,4.0,5,Sat-RSH,0.5717277722277722
control,5,4.0,5,Size-matched null,0.20382860069435108
control,5,4.0,6,Sat-RSH,0.5557419987419988
control,5,4.0,6,Size-matched null,0.21251917829445857
control,5,4.0,7,Sat-RSH,0.5854123839123839
control,5,4.0,7,Size-matched null,0.20803264688021855
control,5,4.0,8,Sat-RSH,0.5620930920930921
control,5,4.0,8,Size-matched null,0.22646662151942218
control,5,4.0,9,Sat-RSH,0.5730062345062344
control,5,4.0,9,Size-matched null,0.20300669646166328
control,5,4.0,10,Sat-RSH,0.5814994634994636
control,5,4.0,10,Size-matched null,0.20599966087980526
control,5,4.0,11,Sat-RSH,0.5577305842305843
control,5,4.0,11,Size-matched null,0.19861184934934875
control,5,4.0,12,Sat-RSH,0.569488381988382
control,5,4.0,12,Size-matched null,0.21362652063924842
control,5,4.0,13,Sat-RSH,0.5926806711806711
control,5,4.0,13,Size-matched null,0.20455160956251467
control,5,4.0,14,Sat-RSH,0.5851654826654826
control,5,4.0,14,Size-matched null,0.2077248863712368
control,5,4.0,15,Sat-RSH,0.5533941058941059
control,5,4.0,15,Size-matched null,0.22060795773568473
control,5,4.0,16,Sat-RSH,0.5796304991304991
control,5,4.0,16,Size-matched null,0.19782702085816528
control,5,4.0,17,Sat-RSH,0.5731511636511636
control,5,4.0,17,Size-matched null,0.21498619013341483
control,5,4.0,18,Sat-RSH,0.5626848706848707
control,5,4.0,18,Size-matched null,0.20512767320519415
control,5,4.0,19,Sat-RSH,0.5588228068228068
control,5,4.0,19,Size-matched null,0.20472569226495943
control,5,4.0,20,Sat-RSH,0.5878887038887038
control,5,4.0,20,Size-matched null,0.20491046298980403
control,5,4.0,21,Sat-RSH,0.5699527694527694
control,5,4.0,21,Size-matched null,0.20376964833568623
control,5,4.0,22,Sat-RSH,0.5617375032375033
control,5,4.0,22,Size-matched null,0.2190511593754448
control,5,4.0,23,Sat-RSH,0.5618290413290413
control,5,4.0,23,Size-matched null,0.19291442891284652
control,5,4.0,24,Sat-RSH,0.5638932918932918
control,5,4.0,24,Size-matched null,0.20515591394989965
control,5,4.0,25,Sat-RSH,0.5692510082510083
control,5,4.0,25,Size-matched null,0.20065201254108728
control,5,4.0,26,Sat-RSH,0.5513914048914049
control,5,4.0,26,Size-matched null,0.2118192474620638
control,5,4.0,27,Sat-RSH,0.5577165242165242
control,5,4.0,27,Size-matched null,0.19593744897967624
control,5,4.0,28,Sat-RSH,0.5640527620527621
control,5,4.0,28,Size-matched null,0.20816792697374684
control,5,4.0,29,Sat-RSH,0.5691173826173826
control,5,4.0,29,Size-matched null,0.20207136873802714
control,5,4.5,0,Sat-RSH,0.5801283531283532
control,5,4.5,0,Size-matched null,0.19613348630461772
control,5,4.5,1,Sat-RSH,0.5640005735005735
control,5,4.5,1,Size-matched null,0.197936986966835
control,5,4.5,2,Sat-RSH,0.5727004292004292
control,5,4.5,2,Size-matched null,0.20182190301287567
control,5,4.5,3,Sat-RSH,0.5517038702038702
control,5,4.5,3,Size-matched null,0.19638786012279938
control,5,4.5,4,Sat-RSH,0.5867830317830318
control,5,4.5,4,Size-matched null,0.19770276665284234
control,5,4.5,5,Sat-RSH,0.5822857512857513
control,5,4.5,5,Size-matched null,0.2106566424531805
control,5,4.5,6,Sat-RSH,0.5698875938875939
control,5,4.5,6,Size-matched null,0.19318127935579735
control,5,4.5,7,Sat-RSH,0.5599114959114959
control,5,4.5,7,Size-matched null,0.18799280226397316
control,5,4.5,8,Sat-RSH,0.5573399193399193
control,5,4.5,8,Size-matched null,0.19426949464038318
control,5,4.5,9,Sat-RSH,0.5719904724904724
control,5,4.5,9,Size-matched null,0.19682400238940623
control,5,4.5,10,Sat-RSH,0.5654618529618529
control,5,4.5,10,Size-matched null,0.19769701498791095
control,5,4.5,11,Sat-RSH,0.5618895178895178
control,5,4.5,11,Size-matched null,0.19970733032363322
control,5,4.5,12,Sat-RSH,0.5747228327228326
control,5,4.5,12,Size-matched null,0.20528132107243421
control,5,4.5,13,Sat-RSH,0.5567407592407593
control,5,4.5,13,Size-matched null,0.20539891061224846
control,5,4.5,14,Sat-RSH,0.5704952084952085
control,5,4.5,14,Size-matched null,0.1986231128017585
control,5,4.5,15,Sat-RSH,0.5496350686350686
control,5,4.5,15,Size-matched null,0.2051134257634174
control,5,4.5,16,Sat-RSH,0.5642132127132127
control,5,4.5,16,Size-matched null,0.19864453006379826
control,5,4.5,17,Sat-RSH,0.5711645946645947
control,5,4.5,17,Size-matched null,0.20439768368314498
control,5,4.5,18,Sat-RSH,0.5764190624190624
control,5,4.5,18,Size-matched null,0.2025122923969852
control,5,4.5,19,Sat-RSH,0.575096496096496
control,5,4.5,19,Size-matched null,0.2001099255861325
control,5,4.5,20,Sat-RSH,0.5821391941391941
control,5,4.5,20,Size-matched null,0.1956472876525751
control,5,4.5,21,Sat-RSH,0.5797269952269952
control,5,4.5,21,Size-matched null,0.19034317154254018
control,5,4.5,22,Sat-RSH,0.5716389166389166
control,5,4.5,22,Size-matched null,0.1973023741756379
control,5,4.5,23,Sat-RSH,0.5772064047064047
control,5,4.5,23,Size-matched null,0.19753954179339564
control,5,4.5,24,Sat-RSH,0.5763210863210863
control,5,4.5,24,Size-matched null,0.20110452339972057
control,5,4.5,25,Sat-RSH,0.5548296148296149
control,5,4.5,25,Size-matched null,0.18926488462394764
control,5,4.5,26,Sat-RSH,0.5598825063825064
control,5,4.5,26,Size-matched null,0.1987925910477
control,5,4.5,27,Sat-RSH,0.5619536944536945
control,5,4.5,27,Size-matched null,0.19907931876722296
control,5,4.5,28,Sat-RSH,0.5603462463462463
control,5,4.5,28,Size-matched null,0.19680279495731837
control,5,4.5,29,Sat-RSH,0.563030303030303
control,5,4.5,29,Size-matched null,0.2036144677898843
control,5,5.0,0,Sat-RSH,0.5662070152070151
control,5,5.0,0,Size-matched null,0.19215694797067787
control,5,5.0,1,Sat-RSH,0.5698011803011802
control,5,5.0,1,Size-matched null,0.2032821958443205
control,5,5.0,2,Sat-RSH,0.550984200984201
control,5,5.0,2,Size-matched null,0.18115877236661426
control,5,5.0,3,Sat-RSH,0.5599753949753951
control,5,5.0,3,Size-matched null,0.19045768254469495
control,5,5.0,4,Sat-RSH,0.573399100899101
control,5,5.0,4,Size-matched null,0.19732872020802614
control,5,5.0,5,Sat-RSH,0.5571600806600806
control,5,5.0,5,Size-matched null,0.18580927923450047
control,5,5.0,6,Sat-RSH,0.5679658489658489
control,5,5.0,6,Size-matched null,0.1859666113688829
control,5,5.0,7,Sat-RSH,0.5638229918229918
control,5,5.0,7,Size-matched null,0.19303956729731353
control,5,5.0,8,Sat-RSH,0.5696785066785066
control,5,5.0,8,Size-matched null,0.19933917775177432
control,5,5.0,9,Sat-RSH,0.5712252562252562
control,5,5.0,9,Size-matched null,0.1918776494051726
control,5,5.0,10,Sat-RSH,0.5631107966107967
control,5,5.0,10,Size-matched null,0.19488154293972712
control,5,5.0,11,Sat-RSH,0.5622837717837719
control,5,5.0,11,Size-matched null,0.1872774248844791
control,5,5.0,12,Sat-RSH,0.5563531468531469
control,5,5.0,12,Size-matched null,0.18773225615818623
control,5,5.0,13,Sat-RSH,0.5551218781218781
control,5,5.0,13,Size-matched null,0.18205692928946013
control,5,5.0,14,Sat-RSH,0.5512260332260333
control,5,5.0,14,Size-matched null,0.1953606940417761
control,5,5.0,15,Sat-RSH,0.5621973951973952
control,5,5.0,15,Size-matched null,0.1899760433447465
control,5,5.0,16,Sat-RSH,0.5589338254338254
control,5,5.0,16,Size-matched null,0.1925225393806483
control,5,5.0,17,Sat-RSH,0.5700474525474526
control,5,5.0,17,Size-matched null,0.19278484893678743
control,5,5.0,18,Sat-RSH,0.5566909756909756
control,5,5.0,18,Size-matched null,0.20220156873078596
control,5,5.0,19,Sat-RSH,0.5512076072076072
control,5,5.0,19,Size-matched null,0.1857289789249806
control,5,5.0,20,Sat-RSH,0.5434029304029304
control,5,5.0,20,Size-matched null,0.19228717895150194
control,5,5.0,21,Sat-RSH,0.5632570762570762
control,5,5.0,21,Size-matched null,0.18937034620942717
control,5,5.0,22,Sat-RSH,0.5546475191475191
control,5,5.0,22,Size-matched null,0.1925255610141895
control,5,5.0,23,Sat-RSH,0.5649022829022828
control,5,5.0,23,Size-matched null,0.20035384214501023
control,5,5.0,24,Sat-RSH,0.5613166093166093
control,5,5.0,24,Size-matched null,0.19046701157412863
control,5,5.0,25,Sat-RSH,0.5606865541865541
control,5,5.0,25,Size-matched null,0.19405030744400545
control,5,5.0,26,Sat-RSH,0.5553279128279128
control,5,5.0,26,Size-matched null,0.1983784841245004
control,5,5.0,27,Sat-RSH,0.5470477115477115
control,5,5.0,27,Size-matched null,0.19365980341069128
control,5,5.0,28,Sat-RSH,0.5704885484885485
control,5,5.0,28,Size-matched null,0.19261066435290342
control,5,5.0,29,Sat-RSH,0.5706518481518482
control,5,5.0,29,Size-matched null,0.20150459990715872
