panel,group,rho,trial,model,clustering
smax,2,1.0,5,Sat-RSH,0.015555555555555557
smax,2,1.0,6,Sat-RSH,0.021111111111111112
smax,2,1.0,7,Sat-RSH,0.005555555555555555
smax,2,1.0,8,Sat-RSH,0.02666666666666667
smax,2,1.0,9,Sat-RSH,0.0
smax,2,1.0,10,Sat-RSH,0.028333333333333332
smax,2,1.0,11,Sat-RSH,0.030555555555555555
smax,2,1.0,12,Sat-RSH,0.010555555555555556
smax,2,1.0,13,Sat-RSH,0.028888888888888888
smax,2,1.0,14,Sat-RSH,0.0
smax,2,1.0,15,Sat-RSH,0.02666666666666667
smax,2,1.0,16,Sat-RSH,0.005555555555555555
smax,2,1.0,17,Sat-RSH,0.013333333333333334
smax,2,1.0,18,Sat-RSH,0.0
smax,2,1.0,19,Sat-RSH,0.012777777777777779
smax,2,1.0,20,Sat-RSH,0.0
smax,2,1.0,21,Sat-RSH,0.008888888888888889
smax,2,1.0,22,Sat-RSH,0.007222222222222222
smax,2,1.0,23,Sat-RSH,0.007777777777777778
smax,2,1.0,24,Sat-RSH,0.023333333333333334
smax,2,1.0,25,Sat-RSH,0.007777777777777778
smax,2,1.0,26,Sat-RSH,0.012777777777777779
smax,2,1.0,27,Sat-RSH,0.0
smax,2,1.0,28,Sat-RSH,0.017777777777777778
smax,2,1.0,29,Sat-RSH,0.025555555555555557
smax,2,1.5,0,Sat-RSH,0.036111111111111115
smax,2,1.5,1,Sat-RSH,0.02777777777777778
smax,2,1.5,2,Sat-RSH,0.015555555555555557
smax,2,1.5,3,Sat-RSH,0.013333333333333334
smax,2,1.5,4,Sat-RSH,0.019444444444444445
smax,2,1.5,5,Sat-RSH,0.025555555555555557
smax,2,1.5,6,Sat-RSH,0.03333333333333333
smax,2,1.5,7,Sat-RSH,0.03833333333333333
smax,2,1.5,8,Sat-RSH,0.025555555555555557
smax,2,1.5,9,Sat-RSH,0.044444444444444446
smax,2,1.5,10,Sat-RSH,0.012222222222222221
smax,2,1.5,11,Sat-RSH,0.005555555555555555
smax,2,1.5,12,Sat-RSH,0.03277777777777778
smax,2,1.5,13,Sat-RSH,0.022777777777777775
smax,2,1.5,14,Sat-RSH,0.015555555555555553
smax,2,1.5,15,Sat-RSH,0.02722222222222222
smax,2,1.5,16,Sat-RSH,0.015555555555555557
smax,2,1.5,17,Sat-RSH,0.005555555555555555
smax,2,1.5,18,Sat-RSH,0.013333333333333334
smax,2,1.5,19,Sat-RSH,0.04388888888888889
smax,2,1.5,20,Sat-RSH,0.01
smax,2,1.5,21,Sat-RSH,0.01
smax,2,1.5,22,Sat-RSH,0.0
smax,2,1.5,23,Sat-RSH,0.0
smax,2,1.5,24,Sat-RSH,0.0033333333333333335
smax,2,1.5,25,Sat-RSH,0.04611111111111111
smax,2,1.5,26,Sat-RSH,0.015
smax,2,1.5,27,Sat-RSH,0.035
smax,2,1.5,28,Sat-RSH,0.023333333333333334
smax,2,1.5,29,Sat-RSH,0.04677777777777778
smax,2,2.0,0,Sat-RSH,0.013333333333333334
smax,2,2.0,1,Sat-RSH,0.06255555555555556
smax,2,2.0,2,Sat-RSH,0.07666666666666666
smax,2,2.0,3,Sat-RSH,0.056111111111111105
smax,2,2.0,4,Sat-RSH,0.03166666666666667
smax,2,2.0,5,Sat-RSH,0.05555555555555556
smax,2,2.0,6,Sat-RSH,0.07
smax,2,2.0,7,Sat-RSH,0.08611111111111111
smax,2,2.0,8,Sat-RSH,0.04
smax,2,2.0,9,Sat-RSH,0.03277777777777778
smax,2,2.0,10,Sat-RSH,0.050555555555555555
smax,2,2.0,11,Sat-RSH,0.043333333333333335
smax,2,2.0,12,Sat-RSH,0.04
smax,2,2.0,13,Sat-RSH,0.031111111111111114
smax,2,2.0,14,Sat-RSH,0.03722222222222222
smax,2,2.0,15,Sat-RSH,0.06833333333333333
smax,2,2.0,16,Sat-RSH,0.035
smax,2,2.0,17,Sat-RSH,0.050333333333333334
smax,2,2.0,18,Sat-RSH,0.025555555555555557
smax,2,2.0,19,Sat-RSH,0.04
smax,2,2.0,20,Sat-RSH,0.03777777777777778
smax,2,2.0,21,Sat-RSH,0.04477777777777778
smax,2,2.0,22,Sat-RSH,0.02922222222222222
smax,2,2.0,23,Sat-RSH,0.03877777777777778
smax,2,2.0,24,Sat-RSH,0.06555555555555556
smax,2,2.0,25,Sat-RSH,0.06888888888888889
smax,2,2.0,26,Sat-RSH,0.050555555555555555
smax,2,2.0,27,Sat-RSH,0.015555555555555553
smax,2,2.0,28,Sat-RSH,0.048888888888888885
smax,2,2.0,29,Sat-RSH,0.051111111111111114
smax,2,2.5,0,Sat-RSH,0.07
smax,2,2.5,1,Sat-RSH,0.048888888888888885
smax,2,2.5,2,Sat-RSH,0.10288888888888889
smax,2,2.5,3,Sat-RSH,0.051555555555555556
smax,2,2.5,4,Sat-RSH,0.05
smax,2,2.5,5,Sat-RSH,0.08
smax,2,2.5,6,Sat-RSH,0.057555555555555554
smax,2,2.5,7,Sat-RSH,0.05722222222222222
smax,2,2.5,8,Sat-RSH,0.06055555555555556
smax,2,2.5,9,Sat-RSH,0.07477777777777778
smax,2,2.5,10,Sat-RSH,0.053888888888888896
smax,2,2.5,11,Sat-RSH,0.07366666666666666
smax,2,2.5,12,Sat-RSH,0.07388888888888889
smax,2,2.5,13,Sat-RSH,0.0811111111111111
smax,2,2.5,14,Sat-RSH,0.07877777777777778
smax,2,2.5,15,Sat-RSH,0.03722222222222222
smax,2,2.5,16,Sat-RSH,0.055
smax,2,2.5,17,Sat-RSH,0.07866666666666666
smax,2,2.5,18,Sat-RSH,0.05844444444444444
smax,2,2.5,19,Sat-RSH,0.10177777777777777
smax,2,2.5,20,Sat-RSH,0.04811111111111111
smax,2,2.5,21,Sat-RSH,0.08166666666666667
smax,2,2.5,22,Sat-RSH,0.09033333333333332
smax,2,2.5,23,Sat-RSH,0.05277777777777778
smax,2,2.5,24,Sat-RSH,0.07777777777777778
smax,2,2.5,25,Sat-RSH,0.06055555555555556
smax,2,2.5,26,Sat-RSH,0.07855555555555556
smax,2,2.5,27,Sat-RSH,0.042777777777777776
smax,2,2.5,28,Sat-RSH,0.051444444444444445
smax,2,2.5,29,Sat-RSH,0.064
smax,2,3.0,0,Sat-RSH,0.09877777777777777
smax,2,3.0,1,Sat-RSH,0.09555555555555556
smax,2,3.0,2,Sat-RSH,0.04733333333333333
smax,2,3.0,3,Sat-RSH,0.08277777777777777
smax,2,3.0,4,Sat-RSH,0.08388888888888889
smax,2,3.0,5,Sat-RSH,0.05344444444444444
smax,2,3.0,6,Sat-RSH,0.07366666666666667
smax,2,3.0,7,Sat-RSH,0.08611111111111111
smax,2,3.0,8,Sat-RSH,0.06944444444444443
smax,2,3.0,9,Sat-RSH,0.0811111111111111
smax,2,3.0,10,Sat-RSH,0.06833333333333333
smax,2,3.0,11,Sat-RSH,0.0788888888888889
smax,2,3.0,12,Sat-RSH,0.03255555555555555
smax,2,3.0,13,Sat-RSH,0.08288888888888889
smax,2,3.0,14,Sat-RSH,0.048888888888888885
smax,2,3.0,15,Sat-RSH,0.05255555555555555
smax,2,3.0,16,Sat-RSH,0.08033333333333333
smax,2,3.0,17,Sat-RSH,0.10944444444444446
smax,2,3.0,18,Sat-RSH,0.08
smax,2,3.0,19,Sat-RSH,0.07722222222222222
smax,2,3.0,20,Sat-RSH,0.07877777777777778
smax,2,3.0,21,Sat-RSH,0.09699999999999999
smax,2,3.0,22,Sat-RSH,0.08366666666666665
smax,2,3.0,23,Sat-RSH,0.08322222222222221
smax,2,3.0,24,Sat-RSH,0.08277777777777777
smax,2,3.0,25,Sat-RSH,0.08833333333333333
smax,2,3.0,26,Sat-RSH,0.08955555555555555
smax,2,3.0,27,Sat-RSH,0.064
smax,2,3.0,28,Sat-RSH,0.03944444444444445
smax,2,3.0,29,Sat-RSH,0.05333333333333334
smax,2,3.5,0,Sat-RSH,0.07844444444444444
smax,2,3.5,1,Sat-RSH,0.095
smax,2,3.5,2,Sat-RSH,0.08322222222222221
smax,2,3.5,3,Sat-RSH,0.10966666666666666
smax,2,3.5,4,Sat-RSH,0.12
smax,2,3.5,5,Sat-RSH,0.09444444444444444
smax,2,3.5,6,Sat-RSH,0.11966666666666666
smax,2,3.5,7,Sat-RSH,0.1061111111111111
smax,2,3.5,8,Sat-RSH,0.13177777777777777
smax,2,3.5,9,Sat-RSH,0.13144444444444445
smax,2,3.5,10,Sat-RSH,0.09233333333333334
smax,2,3.5,11,Sat-RSH,0.10011111111111111
smax,2,3.5,12,Sat-RSH,0.11722222222222221
smax,2,3.5,13,Sat-RSH,0.09944444444444445
smax,2,3.5,14,Sat-RSH,0.10355555555555555
smax,2,3.5,15,Sat-RSH,0.08511111111111111
smax,2,3.5,16,Sat-RSH,0.1148888888888889
smax,2,3.5,17,Sat-RSH,0.08177777777777777
smax,2,3.5,18,Sat-RSH,0.08677777777777777
smax,2,3.5,19,Sat-RSH,0.13477777777777777
smax,2,3.5,20,Sat-RSH,0.12933333333333333
smax,2,3.5,21,Sat-RSH,0.08555555555555555
smax,2,3.5,22,Sat-RSH,0.07622222222222222
smax,2,3.5,23,Sat-RSH,0.08055555555555555
smax,2,3.5,24,Sat-RSH,0.094
smax,2,3.5,25,Sat-RSH,0.09566666666666666
smax,2,3.5,26,Sat-RSH,0.1338888888888889
smax,2,3.5,27,Sat-RSH,0.072
smax,2,3.5,28,Sat-RSH,0.10555555555555554
smax,2,3.5,29,Sat-RSH,0.08777777777777777
smax,2,4.0,0,Sat-RSH,0.11322222222222222
smax,2,4.0,1,Sat-RSH,0.10055555555555555
smax,2,4.0,2,Sat-RSH,0.11055555555555555
smax,2,4.0,3,Sat-RSH,0.11511111111111111
smax,2,4.0,4,Sat-RSH,0.09744444444444443
smax,2,4.0,5,Sat-RSH,0.11055555555555555
smax,2,4.0,6,Sat-RSH,0.15766666666666665
smax,2,4.0,7,Sat-RSH,0.08677777777777777
smax,2,4.0,8,Sat-RSH,0.05888888888888888
smax,2,4.0,9,Sat-RSH,0.09866666666666667
smax,2,4.0,10,Sat-RSH,0.13
smax,2,4.0,11,Sat-RSH,0.10744444444444445
smax,2,4.0,12,Sat-RSH,0.11922222222222222
smax,2,4.0,13,Sat-RSH,0.0961111111111111
smax,2,4.0,14,Sat-RSH,0.15744444444444444
smax,2,4.0,15,Sat-RSH,0.1281111111111111
smax,2,4.0,16,Sat-RSH,0.07833333333333334
smax,2,4.0,17,Sat-RSH,0.12233333333333332
smax,2,4.0,18,Sat-RSH,0.1061111111111111
smax,2,4.0,19,Sat-RSH,0.16633333333333333
smax,2,4.0,20,Sat-RSH,0.12633333333333333
smax,2,4.0,21,Sat-RSH,0.10055555555555555
smax,2,4.0,22,Sat-RSH,0.11366666666666667
smax,2,4.0,23,Sat-RSH,0.1638888888888889
smax,2,4.0,24,Sat-RSH,0.11344444444444444
smax,2,4.0,25,Sat-RSH,0.12844444444444444
smax,2,4.0,26,Sat-RSH,0.13822222222222222
smax,2,4.0,27,Sat-RSH,0.10355555555555555
smax,2,4.0,28,Sat-RSH,0.092
smax,2,4.0,29,Sat-RSH,0.10077777777777779
smax,2,4.5,0,Sat-RSH,0.15288888888888888
smax,2,4.5,1,Sat-RSH,0.17844444444444443
smax,2,4.5,2,Sat-RSH,0.13055555555555554
smax,2,4.5,3,Sat-RSH,0.12166666666666667
smax,2,4.5,4,Sat-RSH,0.10377777777777777
smax,2,4.5,5,Sat-RSH,0.1121111111111111
smax,2,4.5,6,Sat-RSH,0.10855555555555554
smax,2,4.5,7,Sat-RSH,0.09799999999999999
smax,2,4.5,8,Sat-RSH,0.16344444444444445
smax,2,4.5,9,Sat-RSH,0.13399999999999998
smax,2,4.5,10,Sat-RSH,0.11344444444444444
smax,2,4.5,11,Sat-RSH,0.10066666666666667
smax,2,4.5,12,Sat-RSH,0.1487777777777778
smax,2,4.5,13,Sat-RSH,0.1381111111111111
smax,2,4.5,14,Sat-RSH,0.1292222222222222
smax,2,4.5,15,Sat-RSH,0.12377777777777778
smax,2,4.5,16,Sat-RSH,0.12866666666666668
smax,2,4.5,17,Sat-RSH,0.12077777777777778
smax,2,4.5,18,Sat-RSH,0.13766666666666666
smax,2,4.5,19,Sat-RSH,0.14833333333333334
smax,2,4.5,20,Sat-RSH,0.10055555555555555
smax,2,4.5,21,Sat-RSH,0.13866666666666666
smax,2,4.5,22,Sat-RSH,0.09533333333333333
smax,2,4.5,23,Sat-RSH,0.1557777777777778
smax,2,4.5,24,Sat-RSH,0.1478888888888889
smax,2,4.5,25,Sat-RSH,0.13666666666666666
smax,2,4.5,26,Sat-RSH,0.12200000000000001
smax,2,4.5,27,Sat-RSH,0.11277777777777778
smax,2,4.5,28,Sat-RSH,0.09488888888888888
smax,2,4.5,29,Sat-RSH,0.132
smax,2,5.0,0,Sat-RSH,0.11055555555555555
smax,2,5.0,1,Sat-RSH,0.11844444444444444
smax,2,5.0,2,Sat-RSH,0.10955555555555556
smax,2,5.0,3,Sat-RSH,0.137
smax,2,5.0,4,Sat-RSH,0.14588888888888887
smax,2,5.0,5,Sat-RSH,0.08555555555555555
smax,2,5.0,6,Sat-RSH,0.14144444444444443
smax,2,5.0,7,Sat-RSH,0.14922222222222223
smax,2,5.0,8,Sat-RSH,0.15466666666666667
smax,2,5.0,9,Sat-RSH,0.10966666666666666
smax,2,5.0,10,Sat-RSH,0.153
smax,2,5.0,11,Sat-RSH,0.1338888888888889
smax,2,5.0,12,Sat-RSH,0.11544444444444445
smax,2,5.0,13,Sat-RSH,0.12455555555555556
smax,2,5.0,14,Sat-RSH,0.16877777777777778
smax,2,5.0,15,Sat-RSH,0.10777777777777779
smax,2,5.0,16,Sat-RSH,0.14333333333333334
smax,2,5.0,17,Sat-RSH,0.12211111111111111
smax,2,5.0,18,Sat-RSH,0.11077777777777778
smax,2,5.0,19,Sat-RSH,0.0928888888888889
smax,2,5.0,20,Sat-RSH,0.11911111111111111
smax,2,5.0,21,Sat-RSH,0.16522222222222221
smax,2,5.0,22,Sat-RSH,0.12200000000000001
smax,2,5.0,23,Sat-RSH,0.13555555555555554
smax,2,5.0,24,Sat-RSH,0.1741111111111111
smax,2,5.0,25,Sat-RSH,0.15366666666666667
smax,2,5.0,26,Sat-RSH,0.11422222222222222
smax,2,5.0,27,Sat-RSH,0.16366666666666668
smax,2,5.0,28,Sat-RSH,0.14777777777777776
smax,2,5.0,29,Sat-RSH,0.14200000000000002
smax,3,1.0,0,Sat-RSH,0.4847777777777778
smax,3,1.0,1,Sat-RSH,0.5023333333333333
smax,3,1.0,2,Sat-RSH,0.42873015873015874
smax,3,1.0,3,Sat-RSH,0.4523333333333333
smax,3,1.0,4,Sat-RSH,0.4373333333333333
smax,3,1.0,5,Sat-RSH,0.46707936507936504
smax,3,1.0,6,Sat-RSH,0.48533333333333334
smax,3,1.0,7,Sat-RSH,0.4756666666666666
smax,3,1.0,8,Sat-RSH,0.4782380952380952
smax,3,1.0,9,Sat-RSH,0.5605555555555555
smax,3,1.0,10,Sat-RSH,0.4507777777777777
smax,3,1.0,11,Sat-RSH,0.5265714285714286
smax,3,1.0,12,Sat-RSH,0.5262222222222223
smax,3,1.0,13,Sat-RSH,0.4871111111111111
smax,3,1.0,14,Sat-RSH,0.5112222222222222
smax,3,1.0,15,Sat-RSH,0.47600000000000003
smax,3,1.0,16,Sat-RSH,0.4947777777777778
smax,3,1.0,17,Sat-RSH,0.5426666666666667
smax,3,1.0,18,Sat-RSH,0.5149365079365079
smax,3,1.0,19,Sat-RSH,0.44566666666666666
smax,3,1.0,20,Sat-RSH,0.46544444444444444
smax,3,1.0,21,Sat-RSH,0.475968253968254
smax,3,1.0,22,Sat-RSH,0.509015873015873
smax,3,1.0,23,Sat-RSH,0.501
smax,3,1.0,24,Sat-RSH,0.4644444444444445
smax,3,1.0,25,Sat-RSH,0.5094444444444445
smax,3,1.0,26,Sat-RSH,0.48644444444444446
smax,3,1.0,27,Sat-RSH,0.48833333333333334
smax,3,1.0,28,Sat-RSH,0.42377777777777775
smax,3,1.0,29,Sat-RSH,0.5265079365079366
smax,3,1.5,0,Sat-RSH,0.5433015873015873
smax,3,1.5,1,Sat-RSH,0.49826984126984125
smax,3,1.5,2,Sat-RSH,0.5449206349206349
smax,3,1.5,3,Sat-RSH,0.4862222222222222
smax,3,1.5,4,Sat-RSH,0.5126666666666666
smax,3,1.5,5,Sat-RSH,0.523047619047619
smax,3,1.5,6,Sat-RSH,0.5063333333333333
smax,3,1.5,7,Sat-RSH,0.5136507936507937
smax,3,1.5,8,Sat-RSH,0.5405555555555556
smax,3,1.5,9,Sat-RSH,0.48308730158730157
smax,3,1.5,10,Sat-RSH,0.5525555555555555
smax,3,1.5,11,Sat-RSH,0.5255555555555556
smax,3,1.5,12,Sat-RSH,0.5512222222222223
smax,3,1.5,13,Sat-RSH,0.5451640211640212
smax,3,1.5,14,Sat-RSH,0.5714444444444444
smax,3,1.5,15,Sat-RSH,0.4958888888888888
smax,3,1.5,16,Sat-RSH,0.48422222222222217
smax,3,1.5,17,Sat-RSH,0.4644444444444445
smax,3,1.5,18,Sat-RSH,0.5456190476190476
smax,3,1.5,19,Sat-RSH,0.5524682539682539
smax,3,1.5,20,Sat-RSH,0.5181269841269841
smax,3,1.5,21,Sat-RSH,0.5253333333333333
smax,3,1.5,22,Sat-RSH,0.5522222222222222
smax,3,1.5,23,Sat-RSH,0.551
smax,3,1.5,24,Sat-RSH,0.5013174603174603
smax,3,1.5,25,Sat-RSH,0.4938253968253968
smax,3,1.5,26,Sat-RSH,0.5214444444444445
smax,3,1.5,27,Sat-RSH,0.5176825396825396
smax,3,1.5,28,Sat-RSH,0.49150793650793656
smax,3,1.5,29,Sat-RSH,0.5105079365079365
smax,3,2.0,0,Sat-RSH,0.4607936507936508
smax,3,2.0,1,Sat-RSH,0.507920634920635
smax,3,2.0,2,Sat-RSH,0.5092539682539682
smax,3,2.0,3,Sat-RSH,0.5533809523809523
smax,3,2.0,4,Sat-RSH,0.5014603174603174
smax,3,2.0,5,Sat-RSH,0.5251428571428571
smax,3,2.0,6,Sat-RSH,0.5012222222222222
smax,3,2.0,7,Sat-RSH,0.49814285714285716
smax,3,2.0,8,Sat-RSH,0.4827777777777778
smax,3,2.0,9,Sat-RSH,0.5294126984126984
smax,3,2.0,10,Sat-RSH,0.5248650793650793
smax,3,2.0,11,Sat-RSH,0.5127301587301587
smax,3,2.0,12,Sat-RSH,0.5180555555555555
smax,3,2.0,13,Sat-RSH,0.5083333333333333
smax,3,2.0,14,Sat-RSH,0.5412222222222223
smax,3,2.0,15,Sat-RSH,0.5000079365079365
smax,3,2.0,16,Sat-RSH,0.5467936507936507
smax,3,2.0,17,Sat-RSH,0.5412380952380952
smax,3,2.0,18,Sat-RSH,0.4897936507936508
smax,3,2.0,19,Sat-RSH,0.5523333333333333
smax,3,2.0,20,Sat-RSH,0.5254841269841269
smax,3,2.0,21,Sat-RSH,0.5193492063492063
smax,3,2.0,22,Sat-RSH,0.5210476190476191
smax,3,2.0,23,Sat-RSH,0.5503333333333333
smax,3,2.0,24,Sat-RSH,0.5566825396825397
smax,3,2.0,25,Sat-RSH,0.5194126984126984
smax,3,2.0,26,Sat-RSH,0.5171428571428571
smax,3,2.0,27,Sat-RSH,0.49870634920634915
smax,3,2.0,28,Sat-RSH,0.5295079365079365
smax,3,2.0,29,Sat-RSH,0.5245873015873016
smax,3,2.5,0,Sat-RSH,0.5283015873015873
smax,3,2.5,1,Sat-RSH,0.5024206349206349
smax,3,2.5,2,Sat-RSH,0.5052380952380952
smax,3,2.5,3,Sat-RSH,0.5221428571428571
smax,3,2.5,4,Sat-RSH,0.4923571428571428
smax,3,2.5,5,Sat-RSH,0.5463809523809524
smax,3,2.5,6,Sat-RSH,0.5339206349206349
smax,3,2.5,7,Sat-RSH,0.48812169312169307
smax,3,2.5,8,Sat-RSH,0.537063492063492
smax,3,2.5,9,Sat-RSH,0.511015873015873
smax,3,2.5,10,Sat-RSH,0.5418492063492063
smax,3,2.5,11,Sat-RSH,0.4884761904761905
smax,3,2.5,12,Sat-RSH,0.5165873015873016
smax,3,2.5,13,Sat-RSH,0.47884126984126985
smax,3,2.5,14,Sat-RSH,0.5036111111111111
smax,3,2.5,15,Sat-RSH,0.485468253968254
smax,3,2.5,16,Sat-RSH,0.48260317460317464
smax,3,2.5,17,Sat-RSH,0.5215079365079366
smax,3,2.5,18,Sat-RSH,0.5151428571428571
smax,3,2.5,19,Sat-RSH,0.5282063492063491
smax,3,2.5,20,Sat-RSH,0.48533333333333334
smax,3,2.5,21,Sat-RSH,0.5173968253968254
smax,3,2.5,22,Sat-RSH,0.48353968253968255
smax,3,2.5,23,Sat-RSH,0.489031746031746
smax,3,2.5,24,Sat-RSH,0.5214761904761905
smax,3,2.5,25,Sat-RSH,0.5148412698412699
smax,3,2.5,26,Sat-RSH,0.47696825396825393
smax,3,2.5,27,Sat-RSH,0.512015873015873
smax,3,2.5,28,Sat-RSH,0.5021746031746032
smax,3,2.5,29,Sat-RSH,0.49838095238095237
smax,3,3.0,0,Sat-RSH,0.5270079365079364
smax,3,3.0,1,Sat-RSH,0.4594444444444445
smax,3,3.0,2,Sat-RSH,0.47621428571428565
smax,3,3.0,3,Sat-RSH,0.5078412698412698
smax,3,3.0,4,Sat-RSH,0.4991825396825396
smax,3,3.0,5,Sat-RSH,0.5144285714285715
smax,3,3.0,6,Sat-RSH,0.48656349206349203
smax,3,3.0,7,Sat-RSH,0.5090079365079365
smax,3,3.0,8,Sat-RSH,0.49306349206349204
smax,3,3.0,9,Sat-RSH,0.48268253968253966
smax,3,3.0,10,Sat-RSH,0.48969841269841274
smax,3,3.0,11,Sat-RSH,0.5114867724867724
smax,3,3.0,12,Sat-RSH,0.46504761904761904
smax,3,3.0,13,Sat-RSH,0.47646825396825393
smax,3,3.0,14,Sat-RSH,0.48234920634920636
smax,3,3.0,15,Sat-RSH,0.4948174603174603
smax,3,3.0,16,Sat-RSH,0.47155555555555556
smax,3,3.0,17,Sat-RSH,0.493015873015873
smax,3,3.0,18,Sat-RSH,0.4645873015873016
smax,3,3.0,19,Sat-RSH,0.48598412698412696
smax,3,3.0,20,Sat-RSH,0.5113809523809524
smax,3,3.0,21,Sat-RSH,0.5278968253968254
smax,3,3.0,22,Sat-RSH,0.48398412698412696
smax,3,3.0,23,Sat-RSH,0.47923809523809524
smax,3,3.0,24,Sat-RSH,0.4791904761904762
smax,3,3.0,25,Sat-RSH,0.5103571428571428
smax,3,3.0,26,Sat-RSH,0.49024603174603176
smax,3,3.0,27,Sat-RSH,0.47304761904761905
smax,3,3.0,28,Sat-RSH,0.5070952380952382
smax,3,3.0,29,Sat-RSH,0.47991269841269846
smax,3,3.5,0,Sat-RSH,0.49350000000000005
smax,3,3.5,1,Sat-RSH,0.4990793650793651
smax,3,3.5,2,Sat-RSH,0.4813571428571428
smax,3,3.5,3,Sat-RSH,0.5186269841269842
smax,3,3.5,4,Sat-RSH,0.4930555555555555
smax,3,3.5,5,Sat-RSH,0.4813968253968253
smax,3,3.5,6,Sat-RSH,0.5025952380952381
smax,3,3.5,7,Sat-RSH,0.4893888888888889
smax,3,3.5,8,Sat-RSH,0.48957936507936506
smax,3,3.5,9,Sat-RSH,0.48650793650793656
smax,3,3.5,10,Sat-RSH,0.48728571428571427
smax,3,3.5,11,Sat-RSH,0.46843650793650793
smax,3,3.5,12,Sat-RSH,0.4853015873015873
smax,3,3.5,13,Sat-RSH,0.5023730158730159
smax,3,3.5,14,Sat-RSH,0.4723756613756614
smax,3,3.5,15,Sat-RSH,0.4753253968253968
smax,3,3.5,16,Sat-RSH,0.4936904761904762
smax,3,3.5,17,Sat-RSH,0.49234126984126986
smax,3,3.5,18,Sat-RSH,0.4931825396825397
smax,3,3.5,19,Sat-RSH,0.4833492063492063
smax,3,3.5,20,Sat-RSH,0.4826746031746032
smax,3,3.5,21,Sat-RSH,0.5015396825396825
smax,3,3.5,22,Sat-RSH,0.46984920634920635
smax,3,3.5,23,Sat-RSH,0.47628571428571426
smax,3,3.5,24,Sat-RSH,0.46955555555555556
smax,3,3.5,25,Sat-RSH,0.49361111111111117
smax,3,3.5,26,Sat-RSH,0.4907936507936508
smax,3,3.5,27,Sat-RSH,0.48552380952380947
smax,3,3.5,28,Sat-RSH,0.4942222222222222
smax,3,3.5,29,Sat-RSH,0.4637698412698413
smax,3,4.0,0,Sat-RSH,0.48278042328042325
smax,3,4.0,1,Sat-RSH,0.5090238095238095
smax,3,4.0,2,Sat-RSH,0.5025555555555555
smax,3,4.0,3,Sat-RSH,0.4611349206349206
smax,3,4.0,4,Sat-RSH,0.47081746031746025
smax,3,4.0,5,Sat-RSH,0.45780158730158726
smax,3,4.0,6,Sat-RSH,0.47377777777777774
smax,3,4.0,7,Sat-RSH,0.4969365079365079
smax,3,4.0,8,Sat-RSH,0.4465396825396825
smax,3,4.0,9,Sat-RSH,0.4679259259259259
smax,3,4.0,10,Sat-RSH,0.5073412698412699
smax,3,4.0,11,Sat-RSH,0.5054285714285714
smax,3,4.0,12,Sat-RSH,0.4881587301587301
smax,3,4.0,13,Sat-RSH,0.4677222222222222
smax,3,4.0,14,Sat-RSH,0.49116666666666664
smax,3,4.0,15,Sat-RSH,0.49237301587301585
smax,3,4.0,16,Sat-RSH,0.5200555555555555
smax,3,4.0,17,Sat-RSH,0.5143809523809524
smax,3,4.0,18,Sat-RSH,0.4841428571428571
smax,3,4.0,19,Sat-RSH,0.48321428571428576
smax,3,4.0,20,Sat-RSH,0.46357142857142863
smax,3,4.0,21,Sat-RSH,0.49711111111111106
smax,3,4.0,22,Sat-RSH,0.4909523809523809
smax,3,4.0,23,Sat-RSH,0.4776111111111111
smax,3,4.0,24,Sat-RSH,0.4748174603174603
smax,3,4.0,25,Sat-RSH,0.46506349206349207
smax,3,4.0,26,Sat-RSH,0.4767539682539682
smax,3,4.0,27,Sat-RSH,0.445515873015873
smax,3,4.0,28,Sat-RSH,0.46801322751322755
smax,3,4.0,29,Sat-RSH,0.47139682539682537
smax,3,4.5,0,Sat-RSH,0.48300000000000004
smax,3,4.5,1,Sat-RSH,0.48914550264550266
smax,3,4.5,2,Sat-RSH,0.47451587301587306
smax,3,4.5,3,Sat-RSH,0.48730952380952386
smax,3,4.5,4,Sat-RSH,0.4679920634920635
smax,3,4.5,5,Sat-RSH,0.4715634920634921
smax,3,4.5,6,Sat-RSH,0.47991269841269846
smax,3,4.5,7,Sat-RSH,0.4788095238095238
smax,3,4.5,8,Sat-RSH,0.5138095238095238
smax,3,4.5,9,Sat-RSH,0.48536772486772484
smax,3,4.5,10,Sat-RSH,0.47873015873015873
smax,3,4.5,11,Sat-RSH,0.4829232804232804
smax,3,4.5,12,Sat-RSH,0.49060317460317465
smax,3,4.5,13,Sat-RSH,0.48865079365079367
smax,3,4.5,14,Sat-RSH,0.48218253968253966
smax,3,4.5,15,Sat-RSH,0.46766666666666673
smax,3,4.5,16,Sat-RSH,0.4644285714285714
smax,3,4.5,17,Sat-RSH,0.49208730158730163
smax,3,4.5,18,Sat-RSH,0.46619841269841267
smax,3,4.5,19,Sat-RSH,0.47576984126984123
smax,3,4.5,20,Sat-RSH,0.4661666666666667
smax,3,4.5,21,Sat-RSH,0.4625
smax,3,4.5,22,Sat-RSH,0.46723015873015866
smax,3,4.5,23,Sat-RSH,0.4849206349206349
smax,3,4.5,24,Sat-RSH,0.5153650793650794
smax,3,4.5,25,Sat-RSH,0.4503888888888889
smax,3,4.5,26,Sat-RSH,0.4762169312169312
smax,3,4.5,27,Sat-RSH,0.48814285714285716
smax,3,4.5,28,Sat-RSH,0.45095767195767195
smax,3,4.5,29,Sat-RSH,0.4632222222222222
smax,3,5.0,0,Sat-RSH,0.489031746031746
