panel,group,rho,trial,apl_lcc,lcc_fraction,connected,mean_hypergraph_vertex_degree
n,200,2.0,24,7.0033500837520934,0.995,0,4.135
n,200,2.5,24,6.378844221105528,1.0,1,4.975
n,200,3.0,24,5.901658291457286,1.0,1,5.805
n,200,3.5,24,5.808040201005025,1.0,1,6.435
n,200,4.0,24,5.427738693467337,1.0,1,7.155
n,200,4.5,24,5.297085427135678,1.0,1,7.705
n,200,5.0,24,5.0353266331658295,1.0,1,8.285
n,500,1.5,0,12.935729847494553,0.92,0,3.12
n,500,2.0,0,10.51405036362737,0.986,0,4.02
n,500,2.5,0,9.398445998445998,0.99,0,4.74
n,500,3.0,0,8.775569077113282,0.996,0,5.452
n,500,3.5,0,8.445420962406741,0.998,0,6.134
n,500,4.0,0,8.14020812709757,0.998,0,6.794
n,500,4.5,0,7.922300601202405,1.0,1,7.45
n,500,5.0,0,7.7421643286573145,1.0,1,7.978
n,500,1.5,1,16.125569648053588,0.936,0,3.146
n,500,2.0,1,10.751294319715372,0.99,0,4.04
n,500,2.5,1,9.287989633886246,0.998,0,4.754
n,500,3.0,1,8.730907598329189,0.998,0,5.462
n,500,3.5,1,8.472736637934503,0.998,0,6.058
n,500,4.0,1,8.28262124248497,1.0,1,6.694
n,500,4.5,1,8.145643286573147,1.0,1,7.28
n,500,5.0,1,8.00188376753507,1.0,1,7.816
n,500,1.5,2,13.74193580893838,0.892,0,2.976
n,500,2.0,2,10.82773475476885,0.978,0,3.754
n,500,2.5,2,10.004608294930875,0.994,0,4.574
n,500,3.0,2,9.424927072475011,0.996,0,5.248
n,500,3.5,2,8.766380761523045,1.0,1,5.866
n,500,4.0,2,8.409330661322645,1.0,1,6.542
n,500,4.5,2,8.153811623246494,1.0,1,7.186
n,500,5.0,2,8.02027254509018,1.0,1,7.806
n,500,1.5,3,12.951144645302405,0.934,0,3.19
n,500,2.0,3,10.681816706691764,0.994,0,4.11
n,500,2.5,3,9.643978720493195,0.998,0,4.88
n,500,3.0,3,8.974132264529057,1.0,1,5.654
n,500,3.5,3,8.5930501002004,1.0,1,6.308
n,500,4.0,3,8.352841683366734,1.0,1,6.884
n,500,4.5,3,8.165346693386773,1.0,1,7.582
n,500,5.0,3,7.86924248496994,1.0,1,8.12
n,500,1.5,4,12.915195780077095,0.744,0,3.26
n,500,2.0,4,11.240999210274742,0.982,0,4.078
n,500,2.5,4,9.534248712747699,0.988,0,4.89
n,500,3.0,4,9.264633685040764,0.998,0,5.644
n,500,3.5,4,8.888016032064128,1.0,1,6.342
n,500,4.0,4,8.526284569138276,1.0,1,6.886
n,500,4.5,4,8.092008016032064,1.0,1,7.514
n,500,5.0,4,7.966028056112225,1.0,1,8.134
n,500,1.5,5,13.221994226071509,0.95,0,3.18
n,500,2.0,5,10.410307992850909,0.982,0,4.07
n,500,2.5,5,9.337930810670475,0.994,0,4.854
n,500,3.0,5,8.783880703576296,0.994,0,5.66
n,500,3.5,5,8.513726247676075,0.998,0,6.32
n,500,4.0,5,8.026709418837676,1.0,1,7.076
n,500,4.5,5,7.8589338677354705,1.0,1,7.812
n,500,5.0,5,7.719254509018036,1.0,1,8.412
n,500,1.5,6,12.055904274384023,0.934,0,3.082
n,500,2.0,6,10.565472784192277,0.976,0,3.986
n,500,2.5,6,9.593050236905302,0.994,0,4.748
n,500,3.0,6,8.85547017042011,0.996,0,5.494
n,500,3.5,6,8.551174638433494,0.998,0,6.176
n,500,4.0,6,8.234839156224094,0.998,0,6.78
n,500,4.5,6,7.914326645258388,0.998,0,7.498
n,500,5.0,6,7.72598208465123,0.998,0,8.058
n,500,1.5,7,12.326608714668415,0.938,0,3.072
n,500,2.0,7,9.924986346739955,0.954,0,3.866
n,500,2.5,7,9.396984315531745,0.996,0,4.722
n,500,3.0,7,8.680328657314629,1.0,1,5.5
n,500,3.5,7,8.436881763527055,1.0,1,6.162
n,500,4.0,7,8.28813627254509,1.0,1,6.708
n,500,4.5,7,8.019174348697394,1.0,1,7.374
n,500,5.0,7,7.8105971943887775,1.0,1,8.054
n,500,1.5,8,13.861786711988904,0.906,0,2.946
n,500,2.0,8,10.377549629377183,0.97,0,3.818
n,500,2.5,8,9.355884459682416,0.998,0,4.758
n,500,3.0,8,9.051230460921843,1.0,1,5.518
n,500,3.5,8,8.708184368737475,1.0,1,6.288
n,500,4.0,8,8.50386372745491,1.0,1,6.886
n,500,4.5,8,8.31609619238477,1.0,1,7.544
n,500,5.0,8,8.044993987975952,1.0,1,8.216
n,500,1.5,9,17.2476699413437,0.944,0,3.156
n,500,2.0,9,10.814712048341349,0.954,0,3.94
n,500,2.5,9,10.105844983070167,0.978,0,4.7
n,500,3.0,9,9.63135386119257,0.992,0,5.368
n,500,3.5,9,8.921270595460312,0.996,0,6.028
n,500,4.0,9,8.672379659483003,0.996,0,6.518
n,500,4.5,9,8.235102204408818,1.0,1,7.216
n,500,5.0,9,7.901667334669338,1.0,1,7.762
n,500,1.5,10,11.26757733234348,0.9,0,3.254
n,500,2.0,10,9.951320896456743,0.98,0,4.144
n,500,2.5,10,9.354746945035373,0.986,0,5.006
n,500,3.0,10,8.597784294558489,0.992,0,5.854
n,500,3.5,10,8.304721442885771,1.0,1,6.594
n,500,4.0,10,8.041539078156312,1.0,1,7.288
n,500,4.5,10,7.7176352705410824,1.0,1,7.902
n,500,5.0,10,7.579663326653306,1.0,1,8.538
n,500,1.5,11,16.144253413962957,0.964,0,3.066
n,500,2.0,11,11.12917018238463,0.994,0,3.938
n,500,2.5,11,9.470452905811623,1.0,1,4.86
n,500,3.0,11,9.069154308617234,1.0,1,5.578
n,500,3.5,11,8.635086172344689,1.0,1,6.25
n,500,4.0,11,8.422629258517034,1.0,1,6.914
n,500,4.5,11,8.1632625250501,1.0,1,7.564
n,500,5.0,11,8.0207374749499,1.0,1,8.166
n,500,1.5,12,16.535789705025177,0.916,0,3.056
n,500,2.0,12,10.596554252199413,0.992,0,3.934
n,500,2.5,12,9.232819051758135,0.998,0,4.824
n,500,3.0,12,8.698084168336674,1.0,1,5.552
n,500,3.5,12,8.389627254509017,1.0,1,6.266
n,500,4.0,12,8.196569138276553,1.0,1,6.94
n,500,4.5,12,8.074997995991984,1.0,1,7.606
n,500,5.0,12,7.892697394789579,1.0,1,8.228
n,500,1.5,13,15.04788225176479,0.946,0,3.07
n,500,2.0,13,10.749781493758142,0.986,0,3.838
n,500,2.5,13,9.639911823647294,1.0,1,4.58
n,500,3.0,13,8.897410821643287,1.0,1,5.432
n,500,3.5,13,8.477138276553106,1.0,1,6.196
n,500,4.0,13,8.098805611222446,1.0,1,6.806
n,500,4.5,13,7.93512625250501,1.0,1,7.426
n,500,5.0,13,7.7454749498997995,1.0,1,8.094
n,500,1.5,14,11.9254600761813,0.948,0,3.246
n,500,2.0,14,10.376778932431868,0.98,0,4.068
n,500,2.5,14,8.882861686246512,0.994,0,4.956
n,500,3.0,14,8.535214428857715,1.0,1,5.67
n,500,3.5,14,8.28850501002004,1.0,1,6.386
n,500,4.0,14,8.130885771543086,1.0,1,7.084
n,500,4.5,14,7.960480961923848,1.0,1,7.686
n,500,5.0,14,7.787543086172344,1.0,1,8.346
n,500,1.5,15,18.179049160773623,0.97,0,3.096
n,500,2.0,15,10.72169306159538,0.994,0,3.912
n,500,2.5,15,9.525433726859147,0.996,0,4.718
n,500,3.0,15,9.010969730625911,0.998,0,5.496
n,500,3.5,15,8.530828725724541,0.998,0,6.264
n,500,4.0,15,8.31086268923389,0.998,0,6.948
n,500,4.5,15,8.137946575882689,0.998,0,7.68
n,500,5.0,15,7.813226452905812,1.0,1,8.362
n,500,1.5,16,13.67437623836756,0.924,0,3.168
n,500,2.0,16,10.400313125609568,0.968,0,4.08
n,500,2.5,16,9.161436468681158,0.982,0,4.928
n,500,3.0,16,8.77490724420729,0.998,0,5.68
n,500,3.5,16,8.425226452905811,1.0,1,6.414
n,500,4.0,16,8.11318637274549,1.0,1,7.102
n,500,4.5,16,7.932545090180361,1.0,1,7.802
n,500,5.0,16,7.740889779559118,1.0,1,8.358
n,500,1.5,17,14.02535425528918,0.924,0,3.042
n,500,2.0,17,11.302847147514598,0.988,0,3.934
n,500,2.5,17,9.611411440530734,0.996,0,4.702
n,500,3.0,17,9.092723599810062,0.998,0,5.47
n,500,3.5,17,8.592148151725137,0.998,0,6.186
n,500,4.0,17,8.249258517034068,1.0,1,6.828
n,500,4.5,17,7.883583166332666,1.0,1,7.568
n,500,5.0,17,7.713314629258517,1.0,1,8.134
n,500,1.5,18,15.182840789091076,0.724,0,2.952
n,500,2.0,18,14.162263678477526,0.98,0,3.89
n,500,2.5,18,10.467006301760147,0.998,0,4.666
n,500,3.0,18,9.062840540518788,0.998,0,5.428
n,500,3.5,18,8.696496993987976,1.0,1,6.122
n,500,4.0,18,8.47287374749499,1.0,1,6.7
n,500,4.5,18,8.13701002004008,1.0,1,7.366
n,500,5.0,18,7.971054108216433,1.0,1,7.94
n,500,1.5,19,12.38272821261327,0.812,0,3.062
n,500,2.0,19,11.416367044389537,0.97,0,4.012
n,500,2.5,19,9.87179789275255,0.976,0,4.916
n,500,3.0,19,9.301197458455523,0.992,0,5.654
n,500,3.5,19,8.843333090914967,0.996,0,6.364
n,500,4.0,19,8.32510804742014,0.998,0,7.098
n,500,4.5,19,8.207102204408818,1.0,1,7.676
n,500,5.0,19,7.986941883767535,1.0,1,8.274
n,500,1.5,20,17.983398502535415,0.918,0,3.12
n,500,2.0,20,10.858092500384991,0.968,0,3.986
n,500,2.5,20,9.435078959686624,0.988,0,4.816
n,500,3.0,20,8.795735470941883,1.0,1,5.536
n,500,3.5,20,8.4302124248497,1.0,1,6.258
n,500,4.0,20,8.179679358717435,1.0,1,6.838
n,500,4.5,20,7.895543086172345,1.0,1,7.532
n,500,5.0,20,7.751615230460922,1.0,1,8.142
n,500,1.5,21,16.61487310643321,0.782,0,3.132
n,500,2.0,21,13.866641625975543,0.98,0,4.068
n,500,2.5,21,11.390692365177259,0.988,0,4.856
n,500,3.0,21,9.970037090009939,0.996,0,5.688
n,500,3.5,21,9.607543086172345,1.0,1,6.22
n,500,4.0,21,9.006693386773547,1.0,1,6.864
n,500,4.5,21,8.61318637274549,1.0,1,7.596
n,500,5.0,21,8.080625250501003,1.0,1,8.25
n,500,1.5,22,15.798088313013686,0.938,0,3.15
n,500,2.0,22,10.896650670360659,0.986,0,3.942
n,500,2.5,22,9.338428822639349,0.99,0,4.616
n,500,3.0,22,8.62449396785539,0.998,0,5.368
n,500,3.5,22,8.49747688147379,0.998,0,6.052
n,500,4.0,22,8.2604248496994,1.0,1,6.786
n,500,4.5,22,8.078372745490983,1.0,1,7.47
n,500,5.0,22,7.858909819639279,1.0,1,8.09
n,500,1.5,23,13.108076787423792,0.892,0,3.16
n,500,2.0,23,11.459861174612412,0.982,0,4.034
n,500,2.5,23,10.213409489193223,0.994,0,4.848
n,500,3.0,23,9.437755565651976,0.994,0,5.742
n,500,3.5,23,8.780002596222497,0.994,0,6.528
n,500,4.0,23,8.29215616278315,0.994,0,7.148
n,500,4.5,23,8.11055039916921,0.994,0,7.702
n,500,5.0,23,7.9337793831260655,0.996,0,8.322
n,500,1.5,24,13.363450564034506,0.55,0,3.032
n,500,2.0,24,12.331429874652422,0.956,0,3.856
n,500,2.5,24,9.531658512265402,0.974,0,4.636
n,500,3.0,24,8.89196867630844,0.998,0,5.298
n,500,3.5,24,8.26038422225978,0.998,0,6.152
n,500,4.0,24,8.155515850979066,0.998,0,6.734
n,500,4.5,24,7.973899606441799,0.998,0,7.356
n,500,5.0,24,7.859735535327683,0.998,0,7.912
