gamma,rho,trial,mean_hypergraph_vertex_degree,attempt_level_reference,unique_fraction_attempts,unique_fraction_retained
3.0,4.0,20,6.056,8.657012331819077,0.4535,0.676865671641791
3.0,4.0,21,6.014,8.657012331819077,0.4625,0.6751824817518248
3.0,4.0,22,6.11,8.657012331819077,0.4655,0.6810534016093636
3.0,4.0,23,6.226,8.657012331819077,0.455,0.6701030927835051
3.0,4.0,24,6.08,8.657012331819077,0.4535,0.6713545521835678
3.0,4.0,25,6.154,8.657012331819077,0.4655,0.6726878612716763
3.0,4.0,26,6.106,8.657012331819077,0.463,0.6803820720058781
3.0,4.0,27,6.092,8.657012331819077,0.4565,0.6757957068837898
3.0,4.0,28,6.146,8.657012331819077,0.4575,0.6792873051224945
3.0,4.0,29,5.962,8.657012331819077,0.4415,0.6920062695924765
3.0,4.5,0,6.606,9.739138873296461,0.43733333333333335,0.6529528865295289
3.0,4.5,1,6.688,9.739138873296461,0.44222222222222224,0.6598143236074271
3.0,4.5,2,6.686,9.739138873296461,0.4488888888888889,0.6592689295039165
3.0,4.5,3,6.794,9.739138873296461,0.4568888888888889,0.6551943913320586
3.0,4.5,4,6.498,9.739138873296461,0.4311111111111111,0.6385780118499013
3.0,4.5,5,6.64,9.739138873296461,0.44266666666666665,0.6574257425742575
3.0,4.5,6,6.878,9.739138873296461,0.4488888888888889,0.667989417989418
3.0,4.5,7,6.588,9.739138873296461,0.436,0.6659877800407332
3.0,4.5,8,6.966,9.739138873296461,0.45955555555555555,0.6666666666666666
3.0,4.5,9,6.626,9.739138873296461,0.4271111111111111,0.6623018607856651
3.0,4.5,10,6.484,9.739138873296461,0.4262222222222222,0.6355202120609675
3.0,4.5,11,6.442,9.739138873296461,0.43022222222222223,0.6440452428476381
3.0,4.5,12,6.862,9.739138873296461,0.44666666666666666,0.670894526034713
3.0,4.5,13,6.476,9.739138873296461,0.43244444444444446,0.6473719228210246
3.0,4.5,14,6.94,9.739138873296461,0.4702222222222222,0.6795118818240206
3.0,4.5,15,6.636,9.739138873296461,0.43955555555555553,0.6584553928095872
3.0,4.5,16,6.972,9.739138873296461,0.46,0.6747066492829205
3.0,4.5,17,6.73,9.739138873296461,0.448,0.6469833119383825
3.0,4.5,18,6.466,9.739138873296461,0.43022222222222223,0.6339227242960053
3.0,4.5,19,6.614,9.739138873296461,0.4448888888888889,0.6367684478371501
3.0,4.5,20,6.91,9.739138873296461,0.468,0.6707006369426751
3.0,4.5,21,6.65,9.739138873296461,0.43866666666666665,0.6417425227568271
3.0,4.5,22,6.964,9.739138873296461,0.46355555555555555,0.6781534460338101
3.0,4.5,23,7.068,9.739138873296461,0.4742222222222222,0.6736111111111112
3.0,4.5,24,6.698,9.739138873296461,0.4471111111111111,0.6738111185532485
3.0,4.5,25,6.682,9.739138873296461,0.44133333333333336,0.6642140468227424
3.0,4.5,26,6.432,9.739138873296461,0.42977777777777776,0.6463903743315508
3.0,4.5,27,7.212,9.739138873296461,0.46844444444444444,0.6658243840808591
3.0,4.5,28,6.784,9.739138873296461,0.4497777777777778,0.6653517422748192
3.0,4.5,29,6.766,9.739138873296461,0.44222222222222224,0.6677852348993288
3.0,5.0,0,7.258,10.821265414773846,0.4404,0.6476470588235295
3.0,5.0,1,7.032,10.821265414773846,0.4284,0.62122969837587
3.0,5.0,2,6.644,10.821265414773846,0.404,0.6077015643802648
3.0,5.0,3,7.232,10.821265414773846,0.4264,0.6345238095238095
3.0,5.0,4,7.454,10.821265414773846,0.4436,0.6369902354968409
3.0,5.0,5,7.034,10.821265414773846,0.4208,0.6155646576945583
3.0,5.0,6,7.028,10.821265414773846,0.4204,0.6117578579743889
3.0,5.0,7,7.232,10.821265414773846,0.442,0.6336009174311926
3.0,5.0,8,7.26,10.821265414773846,0.432,0.6494287432351172
3.0,5.0,9,7.216,10.821265414773846,0.4256,0.6436781609195402
3.0,5.0,10,7.41,10.821265414773846,0.444,0.6401384083044983
3.0,5.0,11,7.126,10.821265414773846,0.4328,0.626882966396292
3.0,5.0,12,7.19,10.821265414773846,0.4304,0.6155606407322655
3.0,5.0,13,7.338,10.821265414773846,0.4356,0.6486003573555688
3.0,5.0,14,7.266,10.821265414773846,0.4268,0.6236119228521333
3.0,5.0,15,7.194,10.821265414773846,0.4352,0.6351430239346176
3.0,5.0,16,7.258,10.821265414773846,0.43,0.6342182890855457
3.0,5.0,17,7.202,10.821265414773846,0.432,0.6474820143884892
3.0,5.0,18,7.374,10.821265414773846,0.4452,0.647093023255814
3.0,5.0,19,7.32,10.821265414773846,0.436,0.6472684085510689
3.0,5.0,20,7.09,10.821265414773846,0.4244,0.6259587020648968
3.0,5.0,21,6.992,10.821265414773846,0.42,0.6279904306220095
3.0,5.0,22,7.096,10.821265414773846,0.43,0.631981187536743
3.0,5.0,23,7.002,10.821265414773846,0.426,0.6217162872154116
3.0,5.0,24,7.394,10.821265414773846,0.4444,0.6455549099360837
3.0,5.0,25,7.126,10.821265414773846,0.4328,0.6290697674418605
3.0,5.0,26,7.38,10.821265414773846,0.4384,0.6473715298287065
3.0,5.0,27,6.996,10.821265414773846,0.42,0.6227758007117438
3.0,5.0,28,6.96,10.821265414773846,0.42,0.6187389510901591
3.0,5.0,29,7.43,10.821265414773846,0.436,0.6453522794552989
